         22690073 function calls (22405082 primitive calls) in 7.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.001    0.001 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1036(SeriesParser)
        1    0.000    0.000    0.000    0.000 _json.py:1084(FrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:135(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:190(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:205(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:235(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:615(JsonReader)
        1    0.000    0.000    0.000    0.000 _json.py:814(Parser)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _methods.py:53(_any)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:511(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:524(__init__)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _mixins.py:75(ravel_compat)
        1    0.000    0.000    0.000    0.000 _mixins.py:95(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _normalize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:18(ODFReader)
        1    0.000    0.000    0.001    0.001 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:21(ODSWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:32(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:508(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _optional.py:61(get_version)
        3    0.000    0.000    0.011    0.004 _optional.py:75(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.002    0.002 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.005    0.005 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:16(PytestTester)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:60(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:90(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:15(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
        1    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        1    0.000    0.000    0.000    0.000 _strptime.py:173(__init__)
        5    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        6    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
       50    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
        4    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
      214    0.000    0.000    0.002    0.000 _strptime.py:26(_getlang)
        1    0.000    0.000    0.001    0.001 _strptime.py:261(compile)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
      212    0.003    0.000    0.007    0.000 _strptime.py:309(_strptime)
        1    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
      212    0.001    0.000    0.008    0.000 _strptime.py:565(_strptime_datetime)
        1    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        1    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:129(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:157(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:202(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:210(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:57(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:73(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:93(_add_aliases)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:173(BaseBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:197(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:203(WriteBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:213(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:218(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:223(ReadCsvBuffer)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _util.py:32(register_writer)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _validators.py:218(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        2    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        2    0.000    0.000    0.002    0.001 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:11(XlrdReader)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:15(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:167(XlsxWriter)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:21(XlwtWriter)
       94    0.000    0.000    0.002    0.000 abc.py:105(__new__)
       19    0.000    0.000    0.000    0.000 abc.py:110(register)
       17    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
    72/29    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
      144    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        3    0.000    0.000    0.003    0.001 accessor.py:1(<module>)
        9    0.000    0.000    0.000    0.000 accessor.py:113(delegate_names)
       52    0.000    0.000    0.000    0.000 accessor.py:114(_forbid_nonstring_types)
        9    0.000    0.000    0.000    0.000 accessor.py:133(_map_and_wrap)
        9    0.000    0.000    0.006    0.001 accessor.py:141(add_delegate_accessors)
        1    0.000    0.000    0.002    0.002 accessor.py:143(StringMethods)
        1    0.000    0.000    0.000    0.000 accessor.py:15(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 accessor.py:154(CachedAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:17(BaseAccessor)
        8    0.000    0.000    0.000    0.000 accessor.py:174(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:218(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:28(SparseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:44(PandasDelegate)
        9    0.000    0.000    0.006    0.001 accessor.py:58(_add_delegate_accessors)
       52    0.000    0.000    0.000    0.000 accessor.py:64(forbid_nonstring_types)
       62    0.006    0.000    0.006    0.000 accessor.py:78(_create_delegator_property)
       26    0.000    0.000    0.000    0.000 accessor.py:92(_create_delegator_method)
        1    0.000    0.000    0.006    0.006 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:142(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:302(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:409(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:44(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:476(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.002    0.002 algorithms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1123(SelectN)
        1    0.000    0.000    0.000    0.000 algorithms.py:1155(SelectNSeries)
        1    0.000    0.000    0.000    0.000 algorithms.py:1240(SelectNFrame)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:65(_filter_special_cases)
        5    0.000    0.000    0.024    0.005 api.py:1(<module>)
        3    0.000    0.000    0.089    0.030 api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:1045(SeriesApply)
        1    0.000    0.000    0.000    0.000 apply.py:105(Apply)
        1    0.000    0.000    0.000    0.000 apply.py:1153(GroupByApply)
        1    0.000    0.000    0.000    0.000 apply.py:1179(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 apply.py:634(NDFrameApply)
        1    0.000    0.000    0.000    0.000 apply.py:649(FrameApply)
        1    0.000    0.000    0.000    0.000 apply.py:909(FrameRowApply)
        1    0.000    0.000    0.000    0.000 apply.py:969(FrameColumnApply)
        1    0.000    0.000    0.001    0.001 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:284(SparseArray)
        1    0.000    0.000    0.000    0.000 array_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:100(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:1156(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:1323(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 array_manager.py:693(ArrayManager)
        1    0.000    0.000    0.008    0.008 array_ops.py:1(<module>)
       14    0.000    0.000    0.000    0.000 array_ops.py:398(get_array_op)
        1    0.000    0.000    0.009    0.009 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:31(OpsMixin)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1150(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1163(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1173(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1206(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1232(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1264(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1269(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1279(StructuredVoidFormat)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1493(_guarded_repr_or_str)
