Date,Name,State
["19/01/2022, 16:02:27","Back Yard Lights",1]
["19/01/2022, 16:02:42","Back Yard Lights",1]
["19/01/2022, 16:02:57","Front Lights",0]
["19/01/2022, 16:02:57","Back Yard Lights",1]
["19/01/2022, 16:02:58","Back Yard Lights",1]
["19/01/2022, 16:03:12","Back Yard Lights",1]
["19/01/2022, 16:03:27","Back Yard Lights",1]
["19/01/2022, 16:03:42","Back Yard Lights",1]
["19/01/2022, 16:03:57","Front Lights",0]
["19/01/2022, 16:03:57","Back Yard Lights",1]
["19/01/2022, 16:03:58","Back Yard Lights",1]
["19/01/2022, 16:04:12","Back Yard Lights",1]
["19/01/2022, 16:04:27","Back Yard Lights",1]
["19/01/2022, 16:04:42","Back Yard Lights",1]
["19/01/2022, 16:04:57","Front Lights",0]
["19/01/2022, 16:04:57","Back Yard Lights",1]
["19/01/2022, 16:04:58","Back Yard Lights",1]
["19/01/2022, 16:05:12","Back Yard Lights",1]
["19/01/2022, 16:05:27","Back Yard Lights",1]
["19/01/2022, 16:05:42","Back Yard Lights",1]
["19/01/2022, 16:05:57","Front Lights",0]
["19/01/2022, 16:05:57","Back Yard Lights",1]
["19/01/2022, 16:05:58","Back Yard Lights",1]
["19/01/2022, 16:06:12","Back Yard Lights",1]
["19/01/2022, 16:06:27","Back Yard Lights",1]
["19/01/2022, 16:06:42","Back Yard Lights",1]
["19/01/2022, 16:06:57","Front Lights",0]
["19/01/2022, 16:06:57","Back Yard Lights",1]
["19/01/2022, 16:06:58","Back Yard Lights",1]
["19/01/2022, 16:07:12","Back Yard Lights",1]
["19/01/2022, 16:07:27","Back Yard Lights",1]
["19/01/2022, 16:07:42","Back Yard Lights",1]
["19/01/2022, 16:07:57","Front Lights",0]
["19/01/2022, 16:07:57","Back Yard Lights",1]
["19/01/2022, 16:07:58","Back Yard Lights",1]
["19/01/2022, 16:08:12","Back Yard Lights",1]
["19/01/2022, 16:08:27","Back Yard Lights",1]
["19/01/2022, 16:08:42","Back Yard Lights",1]
["19/01/2022, 16:08:57","Front Lights",0]
["19/01/2022, 16:08:57","Back Yard Lights",1]
["19/01/2022, 16:08:58","Back Yard Lights",1]
["19/01/2022, 16:09:12","Back Yard Lights",1]
["19/01/2022, 16:09:27","Back Yard Lights",1]
["19/01/2022, 16:09:42","Back Yard Lights",1]
["19/01/2022, 16:09:57","Front Lights",0]
["19/01/2022, 16:09:57","Back Yard Lights",1]
["19/01/2022, 16:09:58","Back Yard Lights",1]
["19/01/2022, 16:10:12","Back Yard Lights",1]
["19/01/2022, 16:10:27","Back Yard Lights",1]
["19/01/2022, 16:10:42","Back Yard Lights",1]
["19/01/2022, 16:10:57","Front Lights",0]
["19/01/2022, 16:10:57","Back Yard Lights",1]
["19/01/2022, 16:10:58","Back Yard Lights",1]
["19/01/2022, 16:11:12","Back Yard Lights",1]
["19/01/2022, 16:11:27","Back Yard Lights",1]
["19/01/2022, 16:11:42","Back Yard Lights",1]
["19/01/2022, 16:11:57","Front Lights",0]
["19/01/2022, 16:11:57","Back Yard Lights",1]
["19/01/2022, 16:11:58","Back Yard Lights",1]
["19/01/2022, 16:12:12","Back Yard Lights",1]
["19/01/2022, 16:12:27","Back Yard Lights",1]
["19/01/2022, 16:12:42","Back Yard Lights",1]
["19/01/2022, 16:12:57","Front Lights",0]
["19/01/2022, 16:12:57","Back Yard Lights",1]
["19/01/2022, 16:12:58","Back Yard Lights",1]
["19/01/2022, 16:13:12","Back Yard Lights",1]
["19/01/2022, 16:13:27","Back Yard Lights",1]
["19/01/2022, 16:13:42","Back Yard Lights",1]
["19/01/2022, 16:13:57","Front Lights",0]
["19/01/2022, 16:13:57","Back Yard Lights",1]
["19/01/2022, 16:13:58","Back Yard Lights",1]
["19/01/2022, 16:14:12","Back Yard Lights",1]
["19/01/2022, 16:14:27","Back Yard Lights",1]
["19/01/2022, 16:14:41","Back Yard Lights",1]
["19/01/2022, 16:14:57","Front Lights",0]
["19/01/2022, 16:14:57","Back Yard Lights",1]
["19/01/2022, 16:14:58","Back Yard Lights",1]
["19/01/2022, 16:15:12","Back Yard Lights",1]
["19/01/2022, 16:15:27","Back Yard Lights",1]
["19/01/2022, 16:15:42","Back Yard Lights",1]
["19/01/2022, 16:15:57","Front Lights",0]
["19/01/2022, 16:15:57","Back Yard Lights",1]
["19/01/2022, 16:15:58","Back Yard Lights",1]
["19/01/2022, 16:16:12","Back Yard Lights",1]
["19/01/2022, 16:16:27","Back Yard Lights",1]
["19/01/2022, 16:16:42","Back Yard Lights",1]
["19/01/2022, 16:16:57","Front Lights",0]
["19/01/2022, 16:16:57","Back Yard Lights",1]
["19/01/2022, 16:16:58","Back Yard Lights",1]
["19/01/2022, 16:17:12","Back Yard Lights",1]
["19/01/2022, 16:17:27","Back Yard Lights",1]
["19/01/2022, 16:17:42","Back Yard Lights",1]
["19/01/2022, 16:17:57","Front Lights",0]
["19/01/2022, 16:17:57","Back Yard Lights",1]
["19/01/2022, 16:17:58","Back Yard Lights",1]
["19/01/2022, 16:18:12","Back Yard Lights",1]
["19/01/2022, 16:18:27","Back Yard Lights",1]
["19/01/2022, 16:18:42","Back Yard Lights",1]
["19/01/2022, 16:18:57","Front Lights",0]
["19/01/2022, 16:18:57","Back Yard Lights",1]
["19/01/2022, 16:18:58","Back Yard Lights",1]
["19/01/2022, 16:19:12","Back Yard Lights",1]
["19/01/2022, 16:19:27","Back Yard Lights",1]
["19/01/2022, 16:19:42","Back Yard Lights",1]
["19/01/2022, 16:19:57","Front Lights",0]
["19/01/2022, 16:19:57","Back Yard Lights",1]
["19/01/2022, 16:19:58","Back Yard Lights",1]
["19/01/2022, 16:20:12","Back Yard Lights",1]
["19/01/2022, 16:20:27","Back Yard Lights",1]
["19/01/2022, 16:20:42","Back Yard Lights",1]
["19/01/2022, 16:20:57","Front Lights",0]
["19/01/2022, 16:20:57","Back Yard Lights",1]
["19/01/2022, 16:20:58","Back Yard Lights",1]
["19/01/2022, 16:21:12","Back Yard Lights",1]
["19/01/2022, 16:21:27","Back Yard Lights",1]
["19/01/2022, 16:21:42","Back Yard Lights",1]
["19/01/2022, 16:21:57","Front Lights",0]
["19/01/2022, 16:21:57","Back Yard Lights",1]
["19/01/2022, 16:21:58","Back Yard Lights",1]
["19/01/2022, 16:22:12","Back Yard Lights",1]
["19/01/2022, 16:22:27","Back Yard Lights",1]
["19/01/2022, 16:22:42","Back Yard Lights",1]
["19/01/2022, 16:22:57","Front Lights",0]
["19/01/2022, 16:22:57","Back Yard Lights",1]
["19/01/2022, 16:22:58","Back Yard Lights",1]
["19/01/2022, 16:23:12","Back Yard Lights",1]
["19/01/2022, 16:23:27","Back Yard Lights",1]
["19/01/2022, 16:23:42","Back Yard Lights",1]
["19/01/2022, 16:23:57","Front Lights",0]
["19/01/2022, 16:23:57","Back Yard Lights",1]
["19/01/2022, 16:23:58","Back Yard Lights",1]
["19/01/2022, 16:24:12","Back Yard Lights",1]
["19/01/2022, 16:24:27","Back Yard Lights",1]
["19/01/2022, 16:24:42","Back Yard Lights",1]
["19/01/2022, 16:24:57","Front Lights",0]
["19/01/2022, 16:24:57","Back Yard Lights",1]
["19/01/2022, 16:24:58","Back Yard Lights",1]
["19/01/2022, 16:25:12","Back Yard Lights",1]
["19/01/2022, 16:25:27","Back Yard Lights",1]
["19/01/2022, 16:25:42","Back Yard Lights",1]
["19/01/2022, 16:25:57","Front Lights",0]
["19/01/2022, 16:25:57","Back Yard Lights",1]
["19/01/2022, 16:25:58","Back Yard Lights",1]
["19/01/2022, 16:26:12","Back Yard Lights",1]
["19/01/2022, 16:26:27","Back Yard Lights",1]
["19/01/2022, 16:26:42","Back Yard Lights",1]
["19/01/2022, 16:26:57","Front Lights",0]
["19/01/2022, 16:26:57","Back Yard Lights",1]
["19/01/2022, 16:26:58","Back Yard Lights",1]
["19/01/2022, 16:27:12","Back Yard Lights",1]
["19/01/2022, 16:27:27","Back Yard Lights",1]
["19/01/2022, 16:27:42","Back Yard Lights",1]
["19/01/2022, 16:27:57","Front Lights",0]
["19/01/2022, 16:27:57","Back Yard Lights",1]
["19/01/2022, 16:27:58","Back Yard Lights",1]
["19/01/2022, 16:28:12","Back Yard Lights",1]
["19/01/2022, 16:28:27","Back Yard Lights",1]
["19/01/2022, 16:28:42","Back Yard Lights",1]
["19/01/2022, 16:28:57","Front Lights",0]
["19/01/2022, 16:28:57","Back Yard Lights",1]
["19/01/2022, 16:28:58","Back Yard Lights",1]
["19/01/2022, 16:29:12","Back Yard Lights",1]
["19/01/2022, 16:29:27","Back Yard Lights",1]
["19/01/2022, 16:29:42","Back Yard Lights",1]
["19/01/2022, 16:29:57","Front Lights",0]
["19/01/2022, 16:29:57","Back Yard Lights",1]
["19/01/2022, 16:29:58","Back Yard Lights",1]
["19/01/2022, 16:30:12","Back Yard Lights",1]
["19/01/2022, 16:30:27","Back Yard Lights",1]
["19/01/2022, 16:30:42","Back Yard Lights",1]
["19/01/2022, 16:30:57","Front Lights",0]
["19/01/2022, 16:30:57","Back Yard Lights",1]
["19/01/2022, 16:30:58","Back Yard Lights",1]
["19/01/2022, 16:31:12","Back Yard Lights",1]
["19/01/2022, 16:31:27","Back Yard Lights",1]
["19/01/2022, 16:31:42","Back Yard Lights",1]
["19/01/2022, 16:31:57","Front Lights",0]
["19/01/2022, 16:31:57","Back Yard Lights",1]
["19/01/2022, 16:31:58","Back Yard Lights",1]
["19/01/2022, 16:32:12","Back Yard Lights",1]
["19/01/2022, 16:32:27","Back Yard Lights",1]
["19/01/2022, 16:32:42","Back Yard Lights",1]
["19/01/2022, 16:32:57","Front Lights",0]
["19/01/2022, 16:32:57","Back Yard Lights",1]
["19/01/2022, 16:32:58","Back Yard Lights",1]
["19/01/2022, 16:33:12","Back Yard Lights",1]
["19/01/2022, 16:33:27","Back Yard Lights",1]
["19/01/2022, 16:33:42","Back Yard Lights",1]
["19/01/2022, 16:33:57","Front Lights",0]
["19/01/2022, 16:33:57","Back Yard Lights",1]
["19/01/2022, 16:33:58","Back Yard Lights",1]
["19/01/2022, 16:34:12","Back Yard Lights",1]
["19/01/2022, 16:34:27","Back Yard Lights",1]
["19/01/2022, 16:34:42","Back Yard Lights",1]
["19/01/2022, 16:34:57","Front Lights",0]
["19/01/2022, 16:34:57","Back Yard Lights",1]
["19/01/2022, 16:34:58","Back Yard Lights",1]
["19/01/2022, 16:35:12","Back Yard Lights",1]
["19/01/2022, 16:35:27","Back Yard Lights",1]
["19/01/2022, 16:35:42","Back Yard Lights",1]
["19/01/2022, 16:35:57","Front Lights",0]
["19/01/2022, 16:35:57","Back Yard Lights",1]
["19/01/2022, 16:35:58","Back Yard Lights",1]
["19/01/2022, 16:36:12","Back Yard Lights",1]
["19/01/2022, 16:36:27","Back Yard Lights",1]
["19/01/2022, 16:36:42","Back Yard Lights",1]
["19/01/2022, 16:36:57","Front Lights",0]
["19/01/2022, 16:36:57","Back Yard Lights",1]
["19/01/2022, 16:36:58","Back Yard Lights",1]
["19/01/2022, 16:37:12","Back Yard Lights",1]
["19/01/2022, 16:37:27","Back Yard Lights",1]
["19/01/2022, 16:37:42","Back Yard Lights",1]
["19/01/2022, 16:37:57","Front Lights",0]
["19/01/2022, 16:37:57","Back Yard Lights",1]
["19/01/2022, 16:37:58","Back Yard Lights",1]
["19/01/2022, 16:38:12","Back Yard Lights",1]
["19/01/2022, 16:38:27","Back Yard Lights",1]
["19/01/2022, 16:38:42","Back Yard Lights",1]
["19/01/2022, 16:38:57","Front Lights",0]
["19/01/2022, 16:38:57","Back Yard Lights",1]
["19/01/2022, 16:38:58","Back Yard Lights",1]
["19/01/2022, 16:39:12","Back Yard Lights",1]
["19/01/2022, 16:39:27","Back Yard Lights",1]
["19/01/2022, 16:39:42","Back Yard Lights",1]
["19/01/2022, 16:39:57","Front Lights",0]
["19/01/2022, 16:39:57","Back Yard Lights",1]
["19/01/2022, 16:39:58","Back Yard Lights",1]
["19/01/2022, 16:40:12","Back Yard Lights",1]
["19/01/2022, 16:40:27","Back Yard Lights",1]
["19/01/2022, 16:40:42","Back Yard Lights",1]
["19/01/2022, 16:40:57","Front Lights",0]
["19/01/2022, 16:40:57","Back Yard Lights",1]
["19/01/2022, 16:40:58","Back Yard Lights",1]
["19/01/2022, 16:41:12","Back Yard Lights",1]
["19/01/2022, 16:41:27","Back Yard Lights",1]
["19/01/2022, 16:41:42","Back Yard Lights",1]
["19/01/2022, 16:41:57","Front Lights",0]
["19/01/2022, 16:41:57","Back Yard Lights",1]
["19/01/2022, 16:41:58","Back Yard Lights",1]
["19/01/2022, 16:42:12","Back Yard Lights",1]
["19/01/2022, 16:42:27","Back Yard Lights",1]
["19/01/2022, 16:42:42","Back Yard Lights",1]
["19/01/2022, 16:42:57","Front Lights",0]
["19/01/2022, 16:42:57","Back Yard Lights",1]
["19/01/2022, 16:42:58","Back Yard Lights",1]
["19/01/2022, 16:43:12","Back Yard Lights",1]
["19/01/2022, 16:43:27","Back Yard Lights",1]
["19/01/2022, 16:43:42","Back Yard Lights",1]
["19/01/2022, 16:43:57","Front Lights",0]
["19/01/2022, 16:43:57","Back Yard Lights",1]
["19/01/2022, 16:43:58","Back Yard Lights",1]
["19/01/2022, 16:44:12","Back Yard Lights",1]
["19/01/2022, 16:44:27","Back Yard Lights",1]
["19/01/2022, 16:44:42","Back Yard Lights",1]
["19/01/2022, 16:44:57","Front Lights",0]
["19/01/2022, 16:44:57","Back Yard Lights",1]
["19/01/2022, 16:44:58","Back Yard Lights",1]
["19/01/2022, 16:45:12","Back Yard Lights",1]
["19/01/2022, 16:45:27","Back Yard Lights",1]
["19/01/2022, 16:45:42","Back Yard Lights",1]
["19/01/2022, 16:45:57","Front Lights",0]
["19/01/2022, 16:45:57","Back Yard Lights",1]
["19/01/2022, 16:45:58","Back Yard Lights",1]
["19/01/2022, 16:46:12","Back Yard Lights",1]
["19/01/2022, 16:46:27","Back Yard Lights",1]
["19/01/2022, 16:46:42","Back Yard Lights",1]
["19/01/2022, 16:46:57","Front Lights",0]
["19/01/2022, 16:46:57","Back Yard Lights",1]
["19/01/2022, 16:46:58","Back Yard Lights",1]
["19/01/2022, 16:47:12","Back Yard Lights",1]
["19/01/2022, 16:47:27","Back Yard Lights",1]
["19/01/2022, 16:47:42","Back Yard Lights",1]
["19/01/2022, 16:47:57","Front Lights",0]
["19/01/2022, 16:47:57","Back Yard Lights",1]
["19/01/2022, 16:47:58","Back Yard Lights",1]
["19/01/2022, 16:48:12","Back Yard Lights",1]
["19/01/2022, 16:48:27","Back Yard Lights",1]
["19/01/2022, 16:48:42","Back Yard Lights",1]
["19/01/2022, 16:48:57","Front Lights",0]
["19/01/2022, 16:48:57","Back Yard Lights",1]
["19/01/2022, 16:48:58","Back Yard Lights",1]
["19/01/2022, 16:49:12","Back Yard Lights",1]
["19/01/2022, 16:49:27","Back Yard Lights",1]
["19/01/2022, 16:49:42","Back Yard Lights",1]
["19/01/2022, 16:49:57","Front Lights",0]
["19/01/2022, 16:49:57","Back Yard Lights",1]
["19/01/2022, 16:49:58","Back Yard Lights",1]
["19/01/2022, 16:50:12","Back Yard Lights",1]
["19/01/2022, 16:50:27","Back Yard Lights",1]
["19/01/2022, 16:50:42","Back Yard Lights",1]
["19/01/2022, 16:50:57","Front Lights",0]
["19/01/2022, 16:50:57","Back Yard Lights",1]
["19/01/2022, 16:50:58","Back Yard Lights",1]
["19/01/2022, 16:51:12","Back Yard Lights",1]
["19/01/2022, 16:51:27","Back Yard Lights",1]
["19/01/2022, 16:51:42","Back Yard Lights",1]
["19/01/2022, 16:51:57","Front Lights",0]
["19/01/2022, 16:51:57","Back Yard Lights",1]
["19/01/2022, 16:51:58","Back Yard Lights",1]
["19/01/2022, 16:51:59","Back Yard Lights",1]
["19/01/2022, 16:52:12","Back Yard Lights",1]
["19/01/2022, 16:52:14","Back Yard Lights",0]
["19/01/2022, 16:52:14","Front Lights",0]
["19/01/2022, 16:52:17","Back Yard Lights",0]
["19/01/2022, 16:52:28","Back Yard Lights",0]
["19/01/2022, 16:52:36","Front Lights",0]
["19/01/2022, 16:52:36","Back Yard Lights",0]
["19/01/2022, 16:53:35","Back Yard Lights",0]
["19/01/2022, 16:53:35","Front Lights",0]
["19/01/2022, 16:54:35","Front Lights",0]
["19/01/2022, 16:54:35","Back Yard Lights",0]
["19/01/2022, 16:55:35","Front Lights",0]
["19/01/2022, 16:55:35","Back Yard Lights",0]
["19/01/2022, 16:56:35","Back Yard Lights",0]
["19/01/2022, 16:56:35","Front Lights",0]
["19/01/2022, 16:57:35","Back Yard Lights",0]
["19/01/2022, 16:57:35","Front Lights",0]
["19/01/2022, 16:58:35","Front Lights",0]
["19/01/2022, 16:58:35","Back Yard Lights",0]
["19/01/2022, 16:59:35","Front Lights",0]
["19/01/2022, 16:59:35","Back Yard Lights",0]
["19/01/2022, 17:00:35","Back Yard Lights",0]
["19/01/2022, 17:00:35","Front Lights",0]
["19/01/2022, 17:01:35","Back Yard Lights",0]
["19/01/2022, 17:01:35","Front Lights",0]
["19/01/2022, 17:02:35","Front Lights",0]
["19/01/2022, 17:02:35","Back Yard Lights",0]
["19/01/2022, 17:03:35","Front Lights",0]
["19/01/2022, 17:03:35","Back Yard Lights",0]
["19/01/2022, 17:04:35","Front Lights",0]
["19/01/2022, 17:04:35","Back Yard Lights",0]
