['Front Lights', '10:01:01', '44 days, 9:54:32']
['Front Lights', '9:59:01', '44 days, 19:53:33']
['Front Lights', '9:56:03', '45 days, 5:49:36']
['Front Lights', '9:55:03', '45 days, 15:44:39']
['Front Lights', '9:49:00', '46 days, 1:33:39']
['Front Lights', '9:48:01', '46 days, 11:21:40']
['Front Lights', '9:42:00', '46 days, 21:03:40']
['Front Lights', '9:39:02', '47 days, 6:42:42']
['Front Lights', '9:37:02', '47 days, 16:19:44']
['Front Lights', '9:36:02', '48 days, 1:55:46']
['Front Lights', '16:42:47', '48 days, 18:38:33']
['Front Lights', '9:28:01', '49 days, 4:06:34']
['Front Lights', '9:26:01', '49 days, 13:32:35']
['Front Lights', '9:26:03', '49 days, 22:58:38']
['Front Lights', '9:23:03', '50 days, 8:21:41']
['Front Lights', '9:20:03', '50 days, 17:41:44']
['Front Lights', '9:16:00', '51 days, 2:57:44']
['Front Lights', '9:18:02', '51 days, 12:15:46']
['Front Lights', '9:12:03', '51 days, 21:27:49']
['Front Lights', '9:12:03', '52 days, 6:39:52']
['Front Lights', '9:07:00', '52 days, 15:46:52']
['Front Lights', '9:04:00', '53 days, 0:50:52']
['Front Lights', '9:04:00', '53 days, 9:54:52']
['Front Lights', '9:01:01', '53 days, 18:55:53']
['Front Lights', '8:59:00', '54 days, 3:54:53']
['Front Lights', '9:16:00', '54 days, 13:10:53']
['Front Lights', '9:18:04', '54 days, 22:28:57']
['Front Lights', '9:17:11', '55 days, 7:46:08']
['Front Lights', '9:18:11', '55 days, 17:04:19']
['Front Lights', '9:11:12', '56 days, 2:15:31']
['Front Lights', '9:13:11', '56 days, 11:28:42']
['Front Lights', '9:10:12', '56 days, 20:38:54']
['Front Lights', '9:08:11', '57 days, 5:47:05']
['Front Lights', '9:06:11', '57 days, 14:53:16']
['Front Lights', '9:06:11', '57 days, 23:59:27']
['Front Lights', '9:04:00', '58 days, 9:03:27']
['Front Lights', '9:01:10', '58 days, 18:04:37']
['Front Lights', '8:59:08', '59 days, 3:03:45']
['Front Lights', '8:58:11', '59 days, 12:01:56']
['Front Lights', '8:56:10', '59 days, 20:58:06']
['Front Lights', '8:54:11', '60 days, 5:52:17']
['Front Lights', '8:52:11', '60 days, 14:44:28']
['Front Lights', '8:54:09', '60 days, 23:38:37']
['Front Lights', '8:53:04', '61 days, 8:31:41']
['Front Lights', '8:51:09', '61 days, 17:22:50']
['Front Lights', '8:48:09', '62 days, 2:10:59']
['Front Lights', '8:49:09', '62 days, 11:00:08']
['Front Lights', '8:49:08', '62 days, 19:49:16']
['Front Lights', '8:48:01', '63 days, 4:37:17']
['Front Lights', '8:48:01', '63 days, 13:25:18']
['Front Lights', '8:46:01', '63 days, 22:11:19']
['Front Lights', '8:44:10', '64 days, 6:55:29']
['Front Lights', '8:43:11', '64 days, 15:38:40']
['Front Lights', '8:41:10', '65 days, 0:19:50']
['Front Lights', '8:41:01', '65 days, 9:00:51']
['Front Lights', '8:41:09', '65 days, 17:42:00']
['Front Lights', '8:39:09', '66 days, 2:21:09']
['Front Lights', '9:59:56', '66 days, 12:21:05']
['Front Lights', '8:42:10', '66 days, 21:03:15']
['Back Yard Lights', '13:59:00', '13:59:00']
['Back Yard Lights', '13:57:00', '1 day, 3:56:00']
['Back Yard Lights', '13:54:00', '1 day, 17:50:00']
['Back Yard Lights', '13:53:01', '2 days, 7:43:01']
['Back Yard Lights', '13:51:00', '2 days, 21:34:01']
['Back Yard Lights', '13:49:06', '3 days, 11:23:07']
['Back Yard Lights', '13:47:00', '4 days, 1:10:07']
['Back Yard Lights', '13:46:00', '4 days, 14:56:07']
['Back Yard Lights', '13:43:00', '5 days, 4:39:07']
['Back Yard Lights', '13:40:00', '5 days, 18:19:07']
['Back Yard Lights', '13:38:00', '6 days, 7:57:07']
['Back Yard Lights', '13:37:01', '6 days, 21:34:08']
['Back Yard Lights', '13:35:00', '7 days, 11:09:08']
['Back Yard Lights', '13:33:01', '8 days, 0:42:09']
['Back Yard Lights', '13:27:00', '8 days, 14:09:09']
['Back Yard Lights', '13:27:00', '9 days, 3:36:09']
['Back Yard Lights', '2 days, 13:23:47', '11 days, 16:59:56']
['Back Yard Lights', '13:16:01', '12 days, 6:15:57']
['Back Yard Lights', '12:06:36', '12 days, 18:22:33']
['Back Yard Lights', '13:10:01', '13 days, 7:32:34']
['Back Yard Lights', '13:12:00', '13 days, 20:44:34']
['Back Yard Lights', '13:05:59', '14 days, 9:50:33']
['Back Yard Lights', '13:05:00', '14 days, 22:55:33']
['Back Yard Lights', '13:00:00', '15 days, 11:55:33']
['Back Yard Lights', '12:59:01', '16 days, 0:54:34']
['Back Yard Lights', '12:55:00', '16 days, 13:49:34']
['Back Yard Lights', '12:53:01', '17 days, 2:42:35']
['Back Yard Lights', '12:51:01', '17 days, 15:33:36']
['Back Yard Lights', '12:49:00', '18 days, 4:22:36']
['Back Yard Lights', '12:46:00', '18 days, 17:08:36']
['Back Yard Lights', '12:45:00', '19 days, 5:53:36']
['Back Yard Lights', '12:42:00', '19 days, 18:35:36']
['Back Yard Lights', '12:38:00', '20 days, 7:13:36']
['Back Yard Lights', '12:37:00', '20 days, 19:50:36']
['Back Yard Lights', '12:33:00', '21 days, 8:23:36']
['Back Yard Lights', '12:31:01', '21 days, 20:54:37']
['Back Yard Lights', '12:25:20', '22 days, 9:19:57']
['Back Yard Lights', '12:24:00', '22 days, 21:43:57']
['Back Yard Lights', '12:21:00', '23 days, 10:04:57']
['Back Yard Lights', '12:17:00', '23 days, 22:21:57']
['Back Yard Lights', '12:13:00', '24 days, 10:34:57']
['Back Yard Lights', '12:12:01', '24 days, 22:46:58']
['Back Yard Lights', '12:11:00', '25 days, 10:57:58']
['Back Yard Lights', '12:04:00', '25 days, 23:01:58']
['Back Yard Lights', '12:05:00', '26 days, 11:06:58']
['Back Yard Lights', '12:01:00', '26 days, 23:07:58']
['Back Yard Lights', '11:56:01', '27 days, 11:03:59']
['Back Yard Lights', '11:54:00', '27 days, 22:57:59']
['Back Yard Lights', '11:53:00', '28 days, 10:50:59']
['Back Yard Lights', '12:49:00', '28 days, 23:39:59']
['Back Yard Lights', '11:46:01', '29 days, 11:26:00']
['Back Yard Lights', '11:43:00', '29 days, 23:09:00']
['Back Yard Lights', '11:41:00', '30 days, 10:50:00']
['Back Yard Lights', '11:39:00', '30 days, 22:29:00']
['Back Yard Lights', '11:35:00', '31 days, 10:04:00']
['Back Yard Lights', '11:33:01', '31 days, 21:37:01']
['Back Yard Lights', '11:28:00', '32 days, 9:05:01']
['Back Yard Lights', '11:28:00', '32 days, 20:33:01']
['Back Yard Lights', '11:19:14', '33 days, 7:52:15']
['Back Yard Lights', '11:18:00', '33 days, 19:10:15']
['Back Yard Lights', '11:15:01', '34 days, 6:25:16']
['Back Yard Lights', '11:12:00', '34 days, 17:37:16']
['Back Yard Lights', '11:10:58', '35 days, 4:48:14']
['Back Yard Lights', '11:07:00', '35 days, 15:55:14']
['Back Yard Lights', '11:05:01', '36 days, 3:00:15']
['Back Yard Lights', '11:00:00', '36 days, 14:00:15']
['Back Yard Lights', '10:59:00', '37 days, 0:59:15']
['Back Yard Lights', '10:55:00', '37 days, 11:54:15']
['Back Yard Lights', '10:53:00', '37 days, 22:47:15']
['Back Yard Lights', '10:48:01', '38 days, 9:35:16']
['Back Yard Lights', '10:47:00', '38 days, 20:22:16']
['Back Yard Lights', '10:44:00', '39 days, 7:06:16']
['Back Yard Lights', '10:39:00', '39 days, 17:45:16']
['Back Yard Lights', '10:37:00', '40 days, 4:22:16']
['Back Yard Lights', '10:35:00', '40 days, 14:57:16']
['Back Yard Lights', '10:32:00', '41 days, 1:29:16']
['Back Yard Lights', '10:29:00', '41 days, 11:58:16']
['Back Yard Lights', '10:27:01', '41 days, 22:25:17']
['Back Yard Lights', '10:26:01', '42 days, 8:51:18']
['Back Yard Lights', '10:21:00', '42 days, 19:12:18']
['Back Yard Lights', '10:20:00', '43 days, 5:32:18']
['Back Yard Lights', '10:14:00', '43 days, 15:46:18']
['Back Yard Lights', '10:10:00', '44 days, 1:56:18']
['Back Yard Lights', '10:07:00', '44 days, 12:03:18']
['Back Yard Lights', '0:03:13', '44 days, 12:06:31']
['Back Yard Lights', '10:01:01', '44 days, 22:07:32']
['Back Yard Lights', '9:57:02', '45 days, 8:04:34']
['Back Yard Lights', '9:56:03', '45 days, 18:00:37']
['Back Yard Lights', '9:54:03', '46 days, 3:54:40']
['Back Yard Lights', '9:48:00', '46 days, 13:42:40']
['Back Yard Lights', '9:47:01', '46 days, 23:29:41']
['Back Yard Lights', '9:43:00', '47 days, 9:12:41']
['Back Yard Lights', '9:39:02', '47 days, 18:51:43']
['Back Yard Lights', '9:38:02', '48 days, 4:29:45']
['Back Yard Lights', '9:37:03', '48 days, 14:06:48']
['Back Yard Lights', '10:54:04', '49 days, 1:00:52']
['Back Yard Lights', '9:28:01', '49 days, 10:28:53']
['Back Yard Lights', '9:26:01', '49 days, 19:54:54']
['Back Yard Lights', '9:23:03', '50 days, 5:17:57']
['Back Yard Lights', '9:22:03', '50 days, 14:40:00']
['Back Yard Lights', '9:18:03', '50 days, 23:58:03']
['Back Yard Lights', '9:17:00', '51 days, 9:15:03']
['Back Yard Lights', '9:17:02', '51 days, 18:32:05']
['Back Yard Lights', '9:12:03', '52 days, 3:44:08']
['Back Yard Lights', '9:08:00', '52 days, 12:52:08']
['Back Yard Lights', '9:06:00', '52 days, 21:58:08']
['Back Yard Lights', '9:01:00', '53 days, 6:59:08']
['Back Yard Lights', '9:01:01', '53 days, 16:00:09']
['Back Yard Lights', '9:00:00', '54 days, 1:00:09']
['Back Yard Lights', '9:16:00', '54 days, 10:16:09']
['Back Yard Lights', '9:20:04', '54 days, 19:36:13']
['Back Yard Lights', '9:16:11', '55 days, 4:52:24']
['Back Yard Lights', '9:16:11', '55 days, 14:08:35']
['Back Yard Lights', '9:14:12', '55 days, 23:22:47']
['Back Yard Lights', '9:11:11', '56 days, 8:33:58']
['Back Yard Lights', '9:11:11', '56 days, 17:45:09']
['Back Yard Lights', '9:07:11', '57 days, 2:52:20']
['Back Yard Lights', '9:06:11', '57 days, 11:58:31']
['Back Yard Lights', '9:05:11', '57 days, 21:03:42']
['Back Yard Lights', '9:04:01', '58 days, 6:07:43']
['Back Yard Lights', '9:01:10', '58 days, 15:08:53']
['Back Yard Lights', '9:01:08', '59 days, 0:10:01']
['Back Yard Lights', '8:59:11', '59 days, 9:09:12']
['Back Yard Lights', '8:56:10', '59 days, 18:05:22']
['Back Yard Lights', '8:55:11', '60 days, 3:00:33']
['Back Yard Lights', '8:53:11', '60 days, 11:53:44']
['Back Yard Lights', '8:52:09', '60 days, 20:45:53']
['Back Yard Lights', '8:50:04', '61 days, 5:35:57']
['Back Yard Lights', '8:52:09', '61 days, 14:28:06']
['Back Yard Lights', '8:48:09', '61 days, 23:16:15']
['Back Yard Lights', '8:48:09', '62 days, 8:04:24']
['Back Yard Lights', '8:48:08', '62 days, 16:52:32']
['Back Yard Lights', '8:47:01', '63 days, 1:39:33']
['Back Yard Lights', '8:46:01', '63 days, 10:25:34']
['Back Yard Lights', '8:45:02', '63 days, 19:10:36']
['Back Yard Lights', '8:42:10', '64 days, 3:52:46']
['Back Yard Lights', '8:43:11', '64 days, 12:35:57']
['Back Yard Lights', '8:44:10', '64 days, 21:20:07']
['Back Yard Lights', '8:42:39', '65 days, 6:02:46']
['Back Yard Lights', '8:43:09', '65 days, 14:45:55']
['Back Yard Lights', '8:41:09', '65 days, 23:27:04']
['Back Yard Lights', '10:01:55', '66 days, 9:28:59']
['Back Yard Lights', '8:41:10', '66 days, 18:10:09']
